Author,Title,Text
Langston Hughes,The Negro Speaks Of Rivers ,"I've known rivers:
I've known rivers ancient as the world and older than the
flow of human blood in human veins.

My soul has grown deep like the rivers.

I bathed in the Euphrates when dawns were young.
I built my hut near the Congo and it lulled me to sleep.
I looked upon the Nile and raised the pyramids above it.
I heard the singing of the Mississippi when Abe Lincoln
went down to New Orleans, and I've seen its muddy
bosom turn all golden in the sunset.

I've known rivers:
Ancient, dusky rivers.

My soul has grown deep like the rivers."
Langston Hughes,Theme For English B ,"The instructor said,

Go home and write
a page tonight.
And let that page come out of you--
Then, it will be true.

I wonder if it's that simple?
I am twenty-two, colored, born in Winston-Salem.
I went to school there, then Durham, then here
to this college on the hill above Harlem.
I am the only colored student in my class.
The steps from the hill lead down into Harlem,
through a park, then I cross St. Nicholas,
Eighth Avenue, Seventh, and I come to the Y,
the Harlem Branch Y, where I take the elevator
up to my room, sit down, and write this page:

It's not easy to know what is true for you or me
at twenty-two, my age. But I guess I'm what
I feel and see and hear, Harlem, I hear you:
hear you, hear me--we two--you, me, talk on this page.
(I hear New York, too.) Me--who?
Well, I like to eat, sleep, drink, and be in love.
I like to work, read, learn, and understand life.
I like a pipe for a Christmas present,
or records--Bessie, bop, or Bach.
I guess being colored doesn't make me not like
the same things other folks like who are other races.
So will my page be colored that I write?

Being me, it will not be white.
But it will be
a part of you, instructor.
You are white--
yet a part of me, as I am a part of you.
That's American.
Sometimes perhaps you don't want to be a part of me.
Nor do I often want to be a part of you.
But we are, that's true!
As I learn from you,
I guess you learn from me--
although you're older--and white--
and somewhat more free.

This is my page for English B."
Langston Hughes,Justice ,"That Justice is a blind goddess
Is a thing to which we black are wise:
Her bandage hides two festering sores
That once perhaps were eyes."
Langston Hughes,Problems ,"2 and 2 are 4.
4 and 4 are 8.

But what would happen
If the last 4 was late?

And how would it be
If one 2 was me?

Or if the first 4 was you
Divided by 2?"
Langston Hughes,Democracy ,"Democracy will not come
Today, this year
Nor ever
Through compromise and fear.

I have as much right
As the other fellow has
To stand
On my two feet
And own the land.

I tire so of hearing people say,
Let things take their course.
Tomorrow is another day.
I do not need my freedom when I'm dead.
I cannot live on tomorrow's bread.

Freedom
Is a strong seed
Planted
In a great need.

I live here, too.
I want freedom
Just as you."
Langston Hughes,The Weary Blues ,"Droning a drowsy syncopated tune,
Rocking back and forth to a mellow croon,
I heard a Negro play.
Down on Lenox Avenue the other night
By the pale dull pallor of an old gas light
He did a lazy sway . . .
He did a lazy sway . . .
To the tune o' those Weary Blues.
With his ebony hands on each ivory key
He made that poor piano moan with melody.
O Blues!
Swaying to and fro on his rickety stool
He played that sad raggy tune like a musical fool.
Sweet Blues!
Coming from a black man's soul.
O Blues!
In a deep song voice with a melancholy tone
I heard that Negro sing, that old piano moan--
""Ain't got nobody in all this world,
Ain't got nobody but ma self.
I's gwine to quit ma frownin'
And put ma troubles on the shelf.""

Thump, thump, thump, went his foot on the floor.
He played a few chords then he sang some more--
""I got the Weary Blues
And I can't be satisfied.
Got the Weary Blues
And can't be satisfied--
I ain't happy no mo'
And I wish that I had died.""
And far into the night he crooned that tune.
The stars went out and so did the moon.
The singer stopped playing and went to bed
While the Weary Blues echoed through his head.
He slept like a rock or a man that's dead."
Langston Hughes,Freedoms Plow ,"When a man starts out with nothing,
When a man starts out with his hands
Empty, but clean,
When a man starts to build a world,
He starts first with himself
And the faith that is in his heart-
The strength there,
The will there to build.

First in the heart is the dream-
Then the mind starts seeking a way.
His eyes look out on the world,
On the great wooded world,
On the rich soil of the world,
On the rivers of the world.

The eyes see there materials for building,
See the difficulties, too, and the obstacles.
The mind seeks a way to overcome these obstacles.
The hand seeks tools to cut the wood,
To till the soil, and harness the power of the waters.
Then the hand seeks other hands to help,
A community of hands to help-
Thus the dream becomes not one man's dream alone,
But a community dream.
Not my dream alone, but our dream.
Not my world alone,
But your world and my world,
Belonging to all the hands who build.

A long time ago, but not too long ago,
Ships came from across the sea
Bringing the Pilgrims and prayer-makers,
Adventurers and booty seekers,
Free men and indentured servants,
Slave men and slave masters, all new-
To a new world, America!

With billowing sails the galleons came
Bringing men and dreams, women and dreams.
In little bands together,
Heart reaching out to heart,
Hand reaching out to hand,
They began to build our land.
Some were free hands
Seeking a greater freedom,
Some were indentured hands
Hoping to find their freedom,
Some were slave hands
Guarding in their hearts the seed of freedom,
But the word was there always:
Freedom.

Down into the earth went the plow
In the free hands and the slave hands,
In indentured hands and adventurous hands,
Turning the rich soil went the plow in many hands
That planted and harvested the food that fed
And the cotton that clothed America.
Clang against the trees went the ax into many hands
That hewed and shaped the rooftops of America.
Splash into the rivers and the seas went the boat-hulls
That moved and transported America.
Crack went the whips that drove the horses
Across the plains of America.
Free hands and slave hands,
Indentured hands, adventurous hands,
White hands and black hands
Held the plow handles,
Ax handles, hammer handles,
Launched the boats and whipped the horses
That fed and housed and moved America.
Thus together through labor,
All these hands made America.

Labor! Out of labor came villages
And the towns that grew cities.
Labor! Out of labor came the rowboats
And the sailboats and the steamboats,
Came the wagons, and the coaches,
Covered wagons, stage coaches,
Out of labor came the factories,
Came the foundries, came the railroads.
Came the marts and markets, shops and stores,
Came the mighty products moulded, manufactured,
Sold in shops, piled in warehouses,
Shipped the wide world over:
Out of labor-white hands and black hands-
Came the dream, the strength, the will,
And the way to build America.
Now it is Me here, and You there.
Now it's Manhattan, Chicago,
Seattle, New Orleans,
Boston and El Paso-
Now it's the U.S.A.

A long time ago, but not too long ago, a man said:
ALL MEN ARE CREATED EQUAL--
ENDOWED BY THEIR CREATOR
WITH CERTAIN UNALIENABLE RIGHTS--
AMONG THESE LIFE, LIBERTY
AND THE PURSUIT OF HAPPINESS.
His name was Jefferson. There were slaves then,
But in their hearts the slaves believed him, too,
And silently too for granted
That what he said was also meant for them.
It was a long time ago,
But not so long ago at that, Lincoln said:
NO MAN IS GOOD ENOUGH
TO GOVERN ANOTHER MAN
WITHOUT THAT OTHER'S CONSENT.
There were slaves then, too,
But in their hearts the slaves knew
What he said must be meant for every human being-
Else it had no meaning for anyone.
Then a man said:
BETTER TO DIE FREE
THAN TO LIVE SLAVES
He was a colored man who had been a slave
But had run away to freedom.
And the slaves knew
What Frederick Douglass said was true.

With John Brown at Harper's Ferry, Negroes died.
John Brown was hung.
Before the Civil War, days were dark,
And nobody knew for sure
When freedom would triumph
""Or if it would,"" thought some.
But others new it had to triumph.
In those dark days of slavery,
Guarding in their hearts the seed of freedom,
The slaves made up a song:
Keep Your Hand On The Plow! Hold On!
That song meant just what it said: Hold On!
Freedom will come!
Keep Your Hand On The Plow! Hold On!
Out of war it came, bloody and terrible!
But it came!
Some there were, as always,
Who doubted that the war would end right,
That the slaves would be free,
Or that the union would stand,
But now we know how it all came out.
Out of the darkest days for people and a nation,
We know now how it came out.
There was light when the battle clouds rolled away.
There was a great wooded land,
And men united as a nation.

America is a dream.
The poet says it was promises.
The people say it is promises-that will come true.
The people do not always say things out loud,
Nor write them down on paper.
The people often hold
Great thoughts in their deepest hearts
And sometimes only blunderingly express them,
Haltingly and stumblingly say them,
And faultily put them into practice.
The people do not always understand each other.
But there is, somewhere there,
Always the trying to understand,
And the trying to say,
""You are a man. Together we are building our land.""

America!
Land created in common,
Dream nourished in common,
Keep your hand on the plow! Hold on!
If the house is not yet finished,
Don't be discouraged, builder!
If the fight is not yet won,
Don't be weary, soldier!
The plan and the pattern is here,
Woven from the beginning
Into the warp and woof of America:
ALL MEN ARE CREATED EQUAL.
NO MAN IS GOOD ENOUGH
TO GOVERN ANOTHER MAN
WITHOUT HIS CONSENT.
BETTER DIE FREE,
THAN TO LIVE SLAVES.
Who said those things? Americans!
Who owns those words? America!
Who is America? You, me!
We are America!
To the enemy who would conquer us from without,
We say, NO!
To the enemy who would divide
And conquer us from within,
We say, NO!
FREEDOM!
BROTHERHOOD!
DEMOCRACY!
To all the enemies of these great words:
We say, NO!

A long time ago,
An enslaved people heading toward freedom
Made up a song:
Keep Your Hand On The Plow! Hold On!
The plow plowed a new furrow
Across the field of history.
Into that furrow the freedom seed was dropped.
From that seed a tree grew, is growing, will ever grow.
That tree is for everybody,
For all America, for all the world.
May its branches spread and shelter grow
Until all races and all peoples know its shade.
KEEP YOUR HAND ON THE PLOW! HOLD ON!"
Langston Hughes,Daybreak In Alabama ,"When I get to be a composer
I'm gonna write me some music about
Daybreak in Alabama
And I'm gonna put the purtiest songs in it
Rising out of the ground like a swamp mist
And falling out of heaven like soft dew.
I'm gonna put some tall tall trees in it
And the scent of pine needles
And the smell of red clay after rain
And long red necks
And poppy colored faces
And big brown arms
And the field daisy eyes
Of black and white black white black people
And I'm gonna put white hands
And black hands and brown and yellow hands
And red clay earth hands in it
Touching everybody with kind fingers
And touching each other natural as dew
In that dawn of music when I
Get to be a composer
And write about daybreak
In Alabama."
Langston Hughes,Merry-Go-Round ,"COLORED CHILD AT CARNIVAL

Where is the Jim Crow section
On this merry-go-round,
Mister, cause I want to ride?
Down South where I come from
White and colored
Can't sit side by side.
Down South on the train
There's a Jim Crow car.
On the bus we're put in the back--
But there ain't no back
To a merry-go-round!
Where's the horse
For a kid that's black?"
Langston Hughes,Juke Box Love Song ,"I could take the Harlem night
and wrap around you,
Take the neon lights and make a crown,
Take the Lenox Avenue busses,
Taxis, subways,
And for your love song tone their rumble down.
Take Harlem's heartbeat,
Make a drumbeat,
Put it on a record, let it whirl,
And while we listen to it play,
Dance with you till day--
Dance with you, my sweet brown Harlem girl."
Langston Hughes,Night Funeral In Harlem ,"Night funeral
In Harlem:

Where did they get
Them two fine cars?

Insurance man, he did not pay--
His insurance lapsed the other day--
Yet they got a satin box
for his head to lay.

Night funeral
In Harlem:

Who was it sent
That wreath of flowers?

Them flowers came
from that poor boy's friends--
They'll want flowers, too,
When they meet their ends.

Night funeral
in Harlem:

Who preached that
Black boy to his grave?

Old preacher man
Preached that boy away--
Charged Five Dollars
His girl friend had to pay.

Night funeral
In Harlem:

When it was all over
And the lid shut on his head
and the organ had done played
and the last prayers been said
and six pallbearers
Carried him out for dead
And off down Lenox Avenue
That long black hearse done sped,
The street light
At his corner
Shined just like a tear--
That boy that they was mournin'
Was so dear, so dear
To them folks that brought the flowers,
To that girl who paid the preacher man--
It was all their tears that made
That poor boy's
Funeral grand.

Night funeral
In Harlem."
Langston Hughes,Po' Boy Blues ,"When I was home de
Sunshine seemed like gold.
When I was home de
Sunshine seemed like gold.
Since I come up North de
Whole damn world's turned cold.

I was a good boy,
Never done no wrong.
Yes, I was a good boy,
Never done no wrong,
But this world is weary
An' de road is hard an' long.

I fell in love with
A gal I thought was kind.
Fell in love with
A gal I thought was kind.
She made me lose ma money
An' almost lose ma mind.

Weary, weary,
Weary early in de morn.
Weary, weary,
Early, early in de morn.
I's so weary
I wish I'd never been born."
Langston Hughes,Fire-Caught ,"The gold moth did not love him
So, gorgeous, she flew away.
But the gray moth circled the flame
Until the break of day.
And then, with wings like a dead desire,
She fell, fire-caught, into the flame."
Langston Hughes,The Blues ,"When the shoe strings break
On both your shoes
And you're in a hurry-
That's the blues.

When you go to buy a candy bar
And you've lost the dime you had-
Slipped through a hole in your pocket somewhere-
That's the blues, too, and bad!"
Langston Hughes,Walkers With The Dawn ,"Being walkers with the dawn and morning,
Walkers with the sun and morning,
We are not afraid of night,
Nor days of gloom,
Nor darkness--
Being walkers with the sun and morning."
Langston Hughes,Ardella ,"I would liken you
To a night without stars
Were it not for your eyes.
I would liken you
To a sleep without dreams
Were it not for your songs."
Langston Hughes,Minstrel Man ,"Because my mouth
Is wide with laughter
And my throat
Is deep with song,
You do not think
I suffer after
I have held my pain
So long?

Because my mouth
Is wide with laughter,
You do not hear
My inner cry?
Because my feet
Are gay with dancing,
You do not know
I die?"
Langston Hughes,Advertisement For The Waldorf-Astoria ,"Fine living . . . a la carte?
Come to the Waldorf-Astoria!

LISTEN HUNGRY ONES!
Look! See what Vanity Fair says about the
new Waldorf-Astoria:

""All the luxuries of private home. . . .""
Now, won't that be charming when the last flop-house
has turned you down this winter?
Furthermore:
""It is far beyond anything hitherto attempted in the hotel
world. . . ."" It cost twenty-eight million dollars. The fa-
mous Oscar Tschirky is in charge of banqueting.
Alexandre Gastaud is chef. It will be a distinguished
background for society.
So when you've no place else to go, homeless and hungry
ones, choose the Waldorf as a background for your rags--
(Or do you still consider the subway after midnight good
enough?)

ROOMERS
Take a room at the new Waldorf, you down-and-outers--
sleepers in charity's flop-houses where God pulls a
long face, and you have to pray to get a bed.
They serve swell board at the Waldorf-Astoria. Look at the menu, will
you:

GUMBO CREOLE
CRABMEAT IN CASSOLETTE
BOILED BRISKET OF BEEF
SMALL ONIONS IN CREAM
WATERCRESS SALAD
PEACH MELBA

Have luncheon there this afternoon, all you jobless.
Why not?
Dine with some of the men and women who got rich off of
your labor, who clip coupons with clean white fingers
because your hands dug coal, drilled stone, sewed gar-
ments, poured steel to let other people draw dividends
and live easy.
(Or haven't you had enough yet of the soup-lines and the bit-
ter bread of charity?)
Walk through Peacock Alley tonight before dinner, and get
warm, anyway. You've got nothing else to do."
Langston Hughes,Madam And Her Madam ,"I worked for a woman,
She wasn't mean--
But she had a twelve-room
House to clean.

Had to get breakfast,
Dinner, and supper, too--
Then take care of her children
When I got through.

Wash, iron, and scrub,
Walk the dog around--
It was too much,
Nearly broke me down.

I said, Madam,
Can it be
You trying to make a
Pack-horse out of me?

She opened her mouth.
She cried, Oh, no!
You know, Alberta,
I love you so!

I said, Madam,
That may be true--
But I'll be dogged
If I love you!"
Langston Hughes,Madam And The Phone Bill ,"You say I O.K.ed
LONG DISTANCE?
O.K.ed it when?
My goodness, Central
That was then!

I'm mad and disgusted
With that Negro now.
I don't pay no REVERSED
CHARGES nohow.

You say, I will pay it--
Else you'll take out my phone?
You better let
My phone alone.

I didn't ask him
To telephone me.
Roscoe knows darn well
LONG DISTANCE
Ain't free.

If I ever catch him,
Lawd, have pity!
Calling me up
From Kansas City.

Just to say he loves me!
I knowed that was so.
Why didn't he tell me some'n
I don't know?

For instance, what can
Them other girls do
That Alberta K. Johnson
Can't do--and more, too?

What's that, Central?
You say you don't care
Nothing about my
Private affair?

Well, even less about your
PHONE BILL, does I care!

Un-humm-m! . . . Yes!
You say I gave my O.K.?
Well, that O.K. you may keep--

But I sure ain't gonna pay!"
E. E. Cummings,i carry your heart with me ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,a pretty a day ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,if you like my poems let them ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,Snow ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,anyone lived in a pretty how town ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,Seeker Of Truth ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,since feeling is first... (VII) ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,because i love you)last night ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,"somewhere i have never travelled, gladly beyond ",Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,in Just- ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,1(a... (a leaf falls on loneliness),Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,"""Gay"" is the captivating cognomen ",Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,i like my body when it is with your ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,i thank you God for this most amazing ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,between the breasts ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,love is a place... (58),Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,dying is fine)but Death ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,2 little whos,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,may i feel said he ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,(Me up at does) ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,(and i imagine... (XII) ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,maggie and milly and molly and may ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,am was. ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,my sweet old etcetera... (X) ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,you being in love... (XII) ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,Humanity i love you ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,i shall imagine life ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,in spite of everything ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,she being Brand... (XIX) ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,r-p-o-p-h-e-s-s-a-g-r ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,a total stranger one black day ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,All in green went my love riding ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,may my heart always be open to little... (19),Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,i have found what you are like ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,in time of daffodils ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,i am so glad and very ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,a man who had fallen among thieves ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,when what hugs stopping earth than silent is... (16),Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,Sometimes I Am Alive Because With ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,(will you teach a... (12),Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,because it's ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,Little Tree ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,next to of course god america i... (III) ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,as freedom is a breakfastfood ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,all which isn't singing is mere talking ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,speaking of love(of... (LV) ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,i am a little church ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,it may not always be so ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,lily has a rose ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,in a middle of a room ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,Buffalo Bill's ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,l(a ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,O sweet spontaneous ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,it is at moments after I have dreamed ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,but if a living dance upon dead minds ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,the way to hump a cow is not... (14),Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,if everything happens that can't be done ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,your little voice... (I) ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,i sing of Olaf glad and big ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,nobody loses all the time (X) ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,you shall above all things... (22),Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,silence... (40),Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,i go to this window ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,my girl's tall with hard long eyes... (XIX) ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,who knows if the moon's... (VII) ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,why did you go... (IV) ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,"pity this busy monster,manunkind... (XIV) ",Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,my love is building a building... (XII) ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,nobody loved this... (4),Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,I Am A Beggar Always ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,nothing false and possible is love... (XXXIV) ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,guilt is the cause of more disorders ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,gee i like to think of dead ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,one's not half two. It's two are halves of one: ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,the boys i mean are not refined ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,my mind is... (XXV) ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,but the other ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,Fame Speaks ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,buy me an ounce and i'll sell you a pound. ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,moan... (7),Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,all ignorance toboggans into know ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,supposing i dreamed this)... (IX) ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,!blac... (1),Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,listen... (III) ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,flotsam and jetsam ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,hate blows a bubble of despair into ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,when god lets my body be ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,if I should sleep with a lady called death ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,"voices to voices,lip to lip... (XXXIII) ",Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,enter no ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,my father moved through dooms of love ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,a light Out ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,Spring is like a perhaps hand ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,if there are any heavens my mother will ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,once like a spark... (XXIV) ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,"Jehovah buried,Satan dead, ",Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,here's to opening and upward ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,but mr can you maybe listen there's ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,n(o)w... ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,Skating (4),Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,If you can't eat you got to ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,suppose... (VIII) ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,there is a here and... (19),Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,dead every enourmous piece ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,Epithalamion ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,the Cambridge ladies who live in furnished souls ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,Now i lay(with everywhere around)... (44),Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,here is little Effie's head ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,Thy fingers make early flowers of... (IV) ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,a clown's smirk in the skull of a baboon ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,"if i have made,my lady,intricate ",Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,yes is a pleasant country... (XXXVIII) ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,"ecco a letter starting""dearest we"" ",Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,what if a much of a which of a wind... (XX) ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,"Poem, Or Beauty Hurts Mr. Vinal ",Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,Picasso... (XXIII) ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,Tumbling-hair/ picker of buttercups/ violets... (V) ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,you said Is (XIII) ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,now is a ship... (9),Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,"this is the garden: colours come and go,... (IX) ",Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,when life is quite through with... (II) ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,when hair falls off and eyes blur And... (L) ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,now does our world descend... ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,six... (21),Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,fl... (2),Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,"FOREWARD, is 5",Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,spoke joe to jack... (10),Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,Doveglion ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,Of Nicolette ,Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
E. E. Cummings,youful... (17),Unfortunately this poem has been removed from our archives at the insistence of the copyright holder.
